experiment_id,agent_group_id,algorithm,awareness,n_records,mean_risk,mean_risk_var,avg_path_length,avg_time,max_time,name,risk_nodes,source_nodes,agents_per_source,random_seed
10,83,Centrality,High,76,0.0,0.0,24.36842105263158,106.2360000000001,112.95000000000012,case_4,"[[0, ""8"", 1.0], [0, ""56"", 1.0]]","[""82"", ""83""]","[5, 5]",1004
10,83,Centrality,Low,84,0.013749567916983325,0.007344902451040696,24.011904761904763,109.9440000000001,113.46000000000011,case_4,"[[0, ""8"", 1.0], [0, ""56"", 1.0]]","[""82"", ""83""]","[5, 5]",1004
11,82,Efficient,High,73,0.0,0.0,20.17808219178082,90.36600000000007,94.98000000000009,case_5,"[[0, ""40"", 1.0], [0, ""41"", 1.0], [0, ""42"", 1.0], [0, ""43"", 1.0], [2400, ""201"", 1.0]]","[""82"", ""83""]","[5, 5]",1005
11,82,Efficient,Low,83,0.0,0.0,17.867469879518072,89.71200000000007,93.3600000000001,case_5,"[[0, ""40"", 1.0], [0, ""41"", 1.0], [0, ""42"", 1.0], [0, ""43"", 1.0], [2400, ""201"", 1.0]]","[""82"", ""83""]","[5, 5]",1005
11,83,Centrality,High,73,0.0009519027283210624,0.0001717416251948878,24.931506849315067,104.51400000000012,108.75000000000011,case_5,"[[0, ""40"", 1.0], [0, ""41"", 1.0], [0, ""42"", 1.0], [0, ""43"", 1.0], [2400, ""201"", 1.0]]","[""82"", ""83""]","[5, 5]",1005
11,83,Centrality,Low,83,0.0018671472639322168,0.00031912385917013037,25.843373493975903,120.73200000000011,123.66000000000012,case_5,"[[0, ""40"", 1.0], [0, ""41"", 1.0], [0, ""42"", 1.0], [0, ""43"", 1.0], [2400, ""201"", 1.0]]","[""82"", ""83""]","[5, 5]",1005
12,82,Efficient,High,72,0.0,0.0,20.444444444444443,89.71200000000007,93.3600000000001,case_6,"[[0, ""60"", 1.0], [0, ""61"", 1.0], [0, ""62"", 1.0]]","[""82"", ""83""]","[5, 5]",1006
12,82,Efficient,Low,73,0.0,0.0,20.17808219178082,89.71200000000007,93.3600000000001,case_6,"[[0, ""60"", 1.0], [0, ""61"", 1.0], [0, ""62"", 1.0]]","[""82"", ""83""]","[5, 5]",1006
12,83,Centrality,High,72,0.00036254563052666656,3.546543687913307e-05,25.666666666666668,103.6140000000001,107.25000000000011,case_6,"[[0, ""60"", 1.0], [0, ""61"", 1.0], [0, ""62"", 1.0]]","[""82"", ""83""]","[5, 5]",1006
12,83,Centrality,Low,73,0.015382318620392835,0.0114951516390247,26.10958904109589,105.02400000000011,108.75000000000011,case_6,"[[0, ""60"", 1.0], [0, ""61"", 1.0], [0, ""62"", 1.0]]","[""82"", ""83""]","[5, 5]",1006
